8734,0001183c-2089-48e9-96b7-d48db5f1a611
47677,000983fe-d3c1-4e66-aecf-bd207d1afa09
4172,000b5d62-21ac-470a-b16f-40f35f4c5bfe
16553,000f87d6-92fe-434d-ac76-da6ad9286acf
58313,0015dc62-5b46-469a-8138-e32a043e60f9
103623,0016f819-f9a0-482a-8df2-d735a1773b51
318,00171d76-68e9-4135-8c2b-d645deebeb82
22441,00175cdf-dc95-4eb9-aa41-4c9c86088d65
113058,001a2289-ad1a-4544-b1d8-3465dbb14a86
10882,001c5f74-c18f-4ab5-9cd6-a46455932934
116945,001f4bb7-d544-4e5a-8efc-2abc012f4e09
2520,00204d60-d5c8-486d-9dbc-868a91d27612
4220,00251b0a-d30f-4433-b20c-33eb76449f92
65317,0025e816-e52c-47da-88fe-fdd5a5170299
113411,0026cc9e-8150-4494-ba8d-50887726d974
46074,002835a6-c7e5-4ec2-a907-dbe32117b104
131683,002871dd-5d07-4204-a6fd-a33a44af2630
93573,00293f4b-8ccc-4f65-95ef-b1a0c32d5ac8
1499,002a8f9e-b2e1-4841-8745-bd3d66f252e6
101746,003097c2-c8ee-4eda-908f-7c427f417245
103965,003849a4-e249-4399-a199-34786b8ff91f
8566,003876eb-1b3e-4bed-a18d-a6ea486848ba
120907,0039eb9b-f6ee-408f-875f-7c5380232861
131685,003b5f82-1f80-4775-bef2-d5c5bc81f3c9
9123,003e1cfd-b4f9-4d66-9080-34455ac19a96
23627,003e7fbf-f047-4783-a7df-1533a2a653d4
125076,00446151-d199-45d6-8671-821db1151e6c
927,0046506d-6805-4476-879c-5b398a84ac68
119767,005143c6-d844-4e51-bd68-625cd66242c1
114742,0051e50a-e30c-4bb2-b378-c3da82463ee1
37489,0056e7a5-33fc-4aa3-97e1-6a74170c7f50
92496,00575427-0dcd-4905-b764-16f3aea8bfe4
31301,0059301b-9aa5-4dbe-98a0-a1cdde873332
47859,005b434a-f5ba-49cc-8a97-549ae4a386c6
105541,005bf9d0-afcf-4fd6-b422-3c4393ef8c23
2308,005ff962-889d-4614-82b1-630ff97e846e
44369,0069d76b-26ee-4656-a1bf-938110bca4b2
103532,006a499e-cb23-42eb-bb60-d6ad8b4bd427
5767,00710da8-d320-42e5-a76d-fa0fae6017cc
615,00719812-4db7-4a62-bd47-f91c7b2fb86c
15313,007250a2-6dec-4349-bf54-61c62581a779
107780,007ececa-e5d1-471d-9f16-a21a73481164
73939,008511cd-ffc3-4ec4-a559-a6baeb2325ed
103942,00893d86-c910-4247-b5cb-a2a0e0380012
118063,008cda8e-2c41-4c89-8c97-62bd17af0fdf
22598,00904334-01f1-4174-a81e-9170c9f54b97
68479,009917c4-ae35-4cee-b83e-47ba28f1bbcd
32017,009a2f1f-666e-43f2-b424-782daf5a00c8
79077,009b6788-48f3-4e78-975c-097f54def7ab
131051,009c62ce-6064-4409-9949-4f00ba6d593c
94749,00a28555-7446-45a4-a8e5-3df049328f37
7096,00a2a2fe-c93d-4950-9ed4-9ebdd84b1fdd
110453,00a508ea-92c3-4a75-be73-14a0415c974a
48341,00b07667-f12a-4bfc-b6c5-208b2e003a98
92834,00b5305f-7770-4338-8e61-9871e57e3193
131891,00b64b8f-cb7e-4322-9855-3669fe210ac7
3966,00ba6332-cfd9-418c-a515-eb3a54cb7292
112686,00bda9c9-f057-4e0e-9b3a-875489529a4d
18844,00c180d6-669c-444d-a515-93463250ff61
10887,00c6fa3a-b8fa-4120-a5ba-5fef268228f5
37,00c76090-a70f-4d96-a663-00c2e088ba16
32093,00cbf0db-2caa-4995-9bf5-570b6ff78eef
1175,00cf4464-60fd-49f8-97df-86c595acb45d
110487,00d27570-3fa0-415b-9eec-f4b04c353795
1994,00da3ad0-bd2d-4cc2-850c-4e61561cd176
18774,00e785b5-3a79-42fa-9d8d-8e63eb1167ab
89222,00e9b9b9-7c2a-4347-8b03-cebfa6f366a9
97176,00eab497-5360-4a3f-b616-093c79b809c4
9700,00eb5a40-9d63-44b1-9227-d0718ea8a795
73009,00f5732b-8af2-4c5a-b2bb-e42bd8b25be5
8882,00f84604-101c-4aea-96ea-ecf85d8ffa68
90627,0103c05a-187a-45d3-8282-8fd49593b32c
16251,0107ccdf-3b90-454d-9773-f0ebbada147a
17756,010a2252-bdc9-4cd4-bbcd-603cc9c3c6b2
92160,010a8606-ab4f-4e3e-82ce-17f19b02f262
85173,010a8ee8-847b-44dd-a269-9ac472e9f91a
130639,010d7f0d-c095-406f-ab2b-03ed8a5d2125
42721,010db7f3-385a-467c-afdc-1223989d23f3
112553,010f70a7-5239-4b2a-a84f-903187f58cac
37585,0110603c-92ec-463e-8d13-7651211e492e
111936,011781ed-ecda-4c75-b0b3-ea6b59bb27cb
109775,01194baf-f5c3-4258-9639-3f6b9c1b6678
10938,011a0e55-4e70-4280-8544-5426101e6ad8
19137,011a1ddc-8b09-44d1-ac5d-ab11226e6c49
98034,0123dd7a-8fb9-4004-a001-787598f93d38
86968,0123e7fc-a69f-480f-8b1c-c6e6e4136b15
1226,0127fdc7-ea80-4108-acd9-c1ff2c431d2f
1997,012c7f69-cb95-4ecc-bf59-a4986a4dc35a
81753,012e8a2a-6a01-4733-9fde-ba1926d5b7fb
10998,012eb8dd-7e06-4f58-b88a-c47a5afe1477
128551,0142cd5c-c0ea-49c6-a81c-2379587d114b
106963,014374f6-c420-4361-9ee9-93675f7e36bb
93460,0145f01c-f29b-467d-aa2e-be3487829e23
76369,0147a14c-8253-4a1e-aa19-232827893106
78477,0148ce7c-7abe-4521-9711-70687f00269f
